,index,name,Initialized,Started,Finished,FoundationFinished,Date Initialized,Date Started,Date FoundationFinished,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
0,0,Hypothetical Gulf of Maine Draft WEA 4,157800,245524.32997132512,261897.59639933036,261897.59639933036,2041-01-01 00:00:00,2051-01-04 05:00:00,2052-11-16 10:00:00,2052-11-16 10:00:00,semisub,800,NH,searsport_2,1424,False,2042-01-01 00:00:00
1,1,Hypothetical Gulf of Maine Draft WEA 3,157800,235911.66851243583,252257.13178583456,252257.13178583456,2041-01-01 00:00:00,2049-11-29 16:00:00,2051-10-11 18:00:00,2051-10-11 18:00:00,semisub,800,ME,salem,1424,False,2042-01-01 00:00:00
2,2,Hypothetical Gulf of Maine Draft WEA 2,157800,228494.56354331988,245524.32997132512,245524.32997132512,2041-01-01 00:00:00,2049-01-24 15:00:00,2051-01-04 05:00:00,2051-01-04 05:00:00,semisub,800,ME,searsport_1,1424,False,2042-01-01 00:00:00
3,3,Hypothetical NY Bight Floating 1,149016,215206.34263761714,235911.66851243583,235911.66851243583,2040-01-01 00:00:00,2047-07-20 23:00:00,2049-11-29 16:00:00,2049-11-29 16:00:00,semisub,800,NY,sbmt,1800,False,2041-01-01 00:00:00
4,4,Hypothetical Central Atlantic Draft WEA 6,149016,211541.292273927,228494.56354331988,228494.56354331988,2040-01-01 00:00:00,2047-02-18 06:00:00,2049-01-24 15:00:00,2049-01-24 15:00:00,semisub,800,MD,tradepoint_2,1428,False,2041-01-01 00:00:00
5,5,Hypothetical NE Floating 3,149016,197586.1165762878,215206.34263761714,215206.34263761714,2040-01-01 00:00:00,2045-07-16 19:00:00,2047-07-20 23:00:00,2047-07-20 23:00:00,semisub,800,RI,new_london_1,1500,False,2041-01-01 00:00:00
6,6,Hypothetical NE Floating 1,140256,190387.22561301588,211541.292273927,211541.292273927,2039-01-01 00:00:00,2044-09-19 20:00:00,2047-02-18 06:00:00,2047-02-18 06:00:00,semisub,800,CT,salem,1800,False,2040-01-01 00:00:00
7,7,Hypothetical Gulf of Maine Draft WEA 1,140256,180840.85014828257,197586.1165762878,197586.1165762878,2039-01-01 00:00:00,2043-08-19 01:00:00,2045-07-16 19:00:00,2045-07-16 19:00:00,semisub,800,ME,searsport_2,1424,False,2040-01-01 00:00:00
8,8,Hypothetical Central Atlantic Draft WEA 3,140256,173625.56401936433,190387.22561301588,190387.22561301588,2039-01-01 00:00:00,2042-10-22 10:00:00,2044-09-19 20:00:00,2044-09-19 20:00:00,semisub,800,NC,portsmouth_2,1428,False,2040-01-01 00:00:00
9,9,Hypothetical NE Fixed 1,131496,163856.76198127857,180840.85014828257,180840.85014828257,2038-01-01 00:00:00,2041-09-10 09:00:00,2043-08-19 01:00:00,2043-08-19 01:00:00,gbf,40,MA,new_bedford,1500,False,2039-01-01 00:00:00
10,10,Hypothetical Central Atlantic Draft WEA 5,131496,157151.29274997147,173625.56401936433,173625.56401936433,2038-01-01 00:00:00,2040-12-05 00:00:00,2042-10-22 10:00:00,2042-10-22 10:00:00,semisub,800,MD,tradepoint_2,1428,False,2039-01-01 00:00:00
