,base_0225,base_0225_inf,base_md_njwp_0328.yaml,base_md_njwp_0328_inf.yaml
2025-2030,1.6295890410958904,0.0,1.9364383561643836,0.0
2030-2035,2.5753424657534247,0.0,0.7636986301369862,0.0
2035-2040,0.4438356164383562,0.0,1.86986301369863,0.0
