,base_0225,base_0225_inf,base_md_njwp_0328.yaml,base_md_njwp_0328_inf.yaml
2025-2030,1.0691253951527924,0.0,1.1717597471022128,0.0
2030-2035,5.2926369863013685,0.0,5.365753424657535,0.0
2035-2040,15.187519025875186,0.0,15.357990867579908,0.0
