,base_0225,base_0225_inf,base_md_njwp_0401.yaml,base_md_njwp_0401_inf.yaml
2025-2030,1.4913242009132421,0.0,0.9579908675799086,0.0
2030-2035,7.004261796042619,0.0,5.089497716894979,0.0
2035-2040,18.026027397260272,0.0,11.876027397260275,0.0
