,base_0225,base_0225_inf,base_0401.yaml,base_0401_inf.yaml
2025-2030,0.2553424657534247,0.0,0.22794520547945205,0.0
2030-2035,3.7808219178082187,0.0,2.5452054794520547,0.0
2035-2040,21.23196347031963,0.0,12.790867579908676,0.0
