,index,name,Initialized,Started,Finished,FoundationFinished,Date Initialized,Date Started,Date FoundationFinished,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
0,0,Hypothetical Gulf of Maine Draft WEA 4,157800,249250.51909543763,265807.78552344284,265807.78552344284,2041-01-01 00:00:00,2051-06-08 11:00:00,2053-04-28 08:00:00,2053-04-28 08:00:00,semisub,800,NH,searsport_2,1424,False,2042-01-01 00:00:00
1,1,Hypothetical Gulf of Maine Draft WEA 3,157800,235911.66851243583,252257.13178583456,252257.13178583456,2041-01-01 00:00:00,2049-11-29 16:00:00,2051-10-11 18:00:00,2051-10-11 18:00:00,semisub,800,ME,salem,1424,False,2042-01-01 00:00:00
2,2,Hypothetical Gulf of Maine Draft WEA 2,157800,231994.7526674324,249250.51909543763,249250.51909543763,2041-01-01 00:00:00,2049-06-19 11:00:00,2051-06-08 11:00:00,2051-06-08 11:00:00,semisub,800,ME,searsport_1,1424,False,2042-01-01 00:00:00
3,3,Hypothetical NY Bight Floating 1,149016,215206.34263761714,235911.66851243583,235911.66851243583,2040-01-01 00:00:00,2047-07-20 23:00:00,2049-11-29 16:00:00,2049-11-29 16:00:00,semisub,800,NY,sbmt,1800,False,2041-01-01 00:00:00
4,4,Hypothetical Central Atlantic Draft WEA 6,149016,215067.98139803953,231994.7526674324,231994.7526674324,2040-01-01 00:00:00,2047-07-15 04:00:00,2049-06-19 11:00:00,2049-06-19 11:00:00,semisub,800,MD,tradepoint_2,1428,False,2041-01-01 00:00:00
5,5,Hypothetical NE Floating 3,149016,197586.1165762878,215206.34263761714,215206.34263761714,2040-01-01 00:00:00,2045-07-16 19:00:00,2047-07-20 23:00:00,2047-07-20 23:00:00,semisub,800,RI,new_london_1,1500,False,2041-01-01 00:00:00
6,6,Hypothetical NE Floating 1,140256,193987.4147371284,215067.98139803953,215067.98139803953,2039-01-01 00:00:00,2045-02-16 20:00:00,2047-07-15 04:00:00,2047-07-15 04:00:00,semisub,800,CT,salem,1800,False,2040-01-01 00:00:00
7,7,Hypothetical Gulf of Maine Draft WEA 1,140256,180840.85014828257,197586.1165762878,197586.1165762878,2039-01-01 00:00:00,2043-08-19 01:00:00,2045-07-16 19:00:00,2045-07-16 19:00:00,semisub,800,ME,searsport_2,1424,False,2040-01-01 00:00:00
8,8,Hypothetical Central Atlantic Draft WEA 3,140256,177126.75314347685,193987.4147371284,193987.4147371284,2039-01-01 00:00:00,2043-03-17 07:00:00,2045-02-16 20:00:00,2045-02-16 20:00:00,semisub,800,NC,portsmouth_2,1428,False,2040-01-01 00:00:00
9,9,Hypothetical NE Fixed 1,131496,163856.76198127857,180840.85014828257,180840.85014828257,2038-01-01 00:00:00,2041-09-10 09:00:00,2043-08-19 01:00:00,2043-08-19 01:00:00,gbf,40,MA,new_bedford,1500,False,2039-01-01 00:00:00
