,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,hub_height
0,1.0,WTIV,Mobilize,168.0,3500000.0,ACTION,0.0,MonopileInstallation,,,,
1,0.5,Feeder 0,Mobilize,72.0,112500.0,ACTION,0.0,MonopileInstallation,,,,
2,0.5,Feeder 1,Mobilize,72.0,112500.0,ACTION,0.0,MonopileInstallation,,,,
3,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,12.0,MonopileInstallation,MonopileInstallation,,,
4,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,20.0,MonopileInstallation,MonopileInstallation,,,
5,,Feeder 0,Fasten Monopile,1.0,3125.0,ACTION,21.0,MonopileInstallation,MonopileInstallation,,,
6,,Feeder 0,Delay,6.0,18750.0,ACTION,27.0,MonopileInstallation,MonopileInstallation,,,
7,,Feeder 0,Fasten Monopile,11.0,34375.0,ACTION,38.0,MonopileInstallation,MonopileInstallation,,,
8,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,46.0,MonopileInstallation,MonopileInstallation,,,
9,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,58.0,MonopileInstallation,MonopileInstallation,,,
10,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,66.0,MonopileInstallation,MonopileInstallation,,,
11,,Feeder 1,Queue,66.0,206250.0,ACTION,66.0,MonopileInstallation,,,,
12,,Feeder 1,Fasten Monopile,9.0,28125.0,ACTION,75.0,MonopileInstallation,MonopileInstallation,,,
13,,Feeder 0,Delay,19.0,59375.0,ACTION,85.0,MonopileInstallation,,,,
14,,Feeder 1,Delay,10.0,31250.0,ACTION,85.0,MonopileInstallation,MonopileInstallation,,,
15,,Feeder 1,Fasten Monopile,3.0,9375.0,ACTION,88.0,MonopileInstallation,MonopileInstallation,,,
16,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,96.0,MonopileInstallation,MonopileInstallation,,,
17,,WTIV,Transit,98.0887936622972,2043516.5346311918,ACTION,98.0887936622972,MonopileInstallation,,,,
18,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,108.0,MonopileInstallation,MonopileInstallation,,,
19,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,116.0,MonopileInstallation,MonopileInstallation,,,
20,,Feeder 0,Transit,37.11467868303137,115983.37088447304,ACTION,122.11467868303137,MonopileInstallation,,,,
21,,Feeder 0,Jackup,1.6666666666666667,5208.333333333334,ACTION,123.78134534969804,MonopileInstallation,MonopileInstallation,,,
22,,WTIV,Delay: Not enough vessels for monopiles,25.692551687400837,535261.4934875173,ACTION,123.78134534969804,MonopileInstallation,,Site,,
23,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,128.0,MonopileInstallation,MonopileInstallation,,,
24,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,128.78134534969803,MonopileInstallation,,,,
25,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,130.4480120163647,MonopileInstallation,MonopileInstallation,,40.0,
26,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,131.4480120163647,MonopileInstallation,MonopileInstallation,,40.0,
27,,Feeder 1,Fasten Transition Piece,7.0,21875.0,ACTION,135.0,MonopileInstallation,MonopileInstallation,,,
28,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,141.4480120163647,MonopileInstallation,,,,
29,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,142.3299693250867,MonopileInstallation,MonopileInstallation,,40.0,
30,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,142.3349693250867,MonopileInstallation,MonopileInstallation,,40.0,
31,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,143.3349693250867,MonopileInstallation,MonopileInstallation,,40.0,
32,,Feeder 1,Delay,10.0,31250.0,ACTION,145.0,MonopileInstallation,MonopileInstallation,,,
33,,Feeder 1,Fasten Transition Piece,1.0,3125.0,ACTION,146.0,MonopileInstallation,MonopileInstallation,,,
34,,Feeder 1,Delay,38.0,118750.0,ACTION,184.0,MonopileInstallation,,,,
35,,Feeder 1,Transit,37.11467868303137,115983.37088447304,ACTION,221.11467868303137,MonopileInstallation,,,,
36,,Feeder 1,Jackup,1.6666666666666667,5208.333333333334,ACTION,222.78134534969803,MonopileInstallation,MonopileInstallation,,,
37,,WTIV,Delay,2747.0,57229166.666666664,ACTION,2890.3349693250866,MonopileInstallation,MonopileInstallation,,40.0,
38,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2891.5349693250864,MonopileInstallation,MonopileInstallation,,40.0,
39,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2901.5349693250864,MonopileInstallation,,,,
40,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2902.5349693250864,MonopileInstallation,MonopileInstallation,,40.0,
41,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2903.5349693250864,MonopileInstallation,MonopileInstallation,,40.0,
42,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2907.5349693250864,MonopileInstallation,MonopileInstallation,,40.0,
43,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2909.201635991753,MonopileInstallation,MonopileInstallation,,40.0,
44,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2914.201635991753,MonopileInstallation,,,,
45,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2915.8683026584195,MonopileInstallation,MonopileInstallation,,40.0,
46,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2916.8683026584195,MonopileInstallation,MonopileInstallation,,40.0,
47,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2926.8683026584195,MonopileInstallation,,,,
48,,WTIV,Delay,34.0,708333.3333333333,ACTION,2960.8683026584195,MonopileInstallation,MonopileInstallation,,40.0,
49,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2961.7502599671416,MonopileInstallation,MonopileInstallation,,40.0,
50,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2961.7552599671417,MonopileInstallation,MonopileInstallation,,40.0,
51,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2962.7552599671417,MonopileInstallation,MonopileInstallation,,40.0,
52,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2963.9552599671415,MonopileInstallation,MonopileInstallation,,40.0,
53,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2973.9552599671415,MonopileInstallation,,,,
54,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2974.9552599671415,MonopileInstallation,MonopileInstallation,,40.0,
55,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2975.9552599671415,MonopileInstallation,MonopileInstallation,,40.0,
56,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2979.9552599671415,MonopileInstallation,MonopileInstallation,,40.0,
57,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2981.621926633808,MonopileInstallation,MonopileInstallation,,40.0,
58,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2986.621926633808,MonopileInstallation,,,,
59,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2988.2885933004745,MonopileInstallation,MonopileInstallation,,40.0,
60,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2989.2885933004745,MonopileInstallation,MonopileInstallation,,40.0,
61,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2999.2885933004745,MonopileInstallation,,,,
62,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,3000.1705506091967,MonopileInstallation,MonopileInstallation,,40.0,
63,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3000.1755506091968,MonopileInstallation,MonopileInstallation,,40.0,
64,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3001.1755506091968,MonopileInstallation,MonopileInstallation,,40.0,
65,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3002.3755506091966,MonopileInstallation,MonopileInstallation,,40.0,
66,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3012.3755506091966,MonopileInstallation,,,,
67,,Feeder 0,ActiveFeeder,2888.5942052594987,9026856.891435934,ACTION,3012.3755506091966,MonopileInstallation,,Site,,
68,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3013.3755506091966,MonopileInstallation,MonopileInstallation,,40.0,
69,,Feeder 0,Jackdown,1.6666666666666667,5208.333333333334,ACTION,3014.042217275863,MonopileInstallation,MonopileInstallation,,,
70,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3014.3755506091966,MonopileInstallation,MonopileInstallation,,40.0,
71,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3018.3755506091966,MonopileInstallation,MonopileInstallation,,40.0,
72,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3020.042217275863,MonopileInstallation,MonopileInstallation,,40.0,
73,,Feeder 0,Transit,37.11467868303137,115983.37088447304,ACTION,3051.1568959588944,MonopileInstallation,,,,
74,,Feeder 1,Queue,2828.3755506091966,8838673.595653739,ACTION,3051.1568959588944,MonopileInstallation,,Site,,
75,,WTIV,Delay: Not enough vessels for monopiles,31.114678683031343,648222.4725631529,ACTION,3051.1568959588944,MonopileInstallation,,Site,,
76,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3056.1568959588944,MonopileInstallation,,,,
77,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3057.823562625561,MonopileInstallation,MonopileInstallation,,40.0,
78,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3058.823562625561,MonopileInstallation,MonopileInstallation,,40.0,
79,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,3063.1568959588944,MonopileInstallation,MonopileInstallation,,,
80,,Feeder 0,Fasten Transition Piece,5.0,15625.0,ACTION,3068.1568959588944,MonopileInstallation,MonopileInstallation,,,
81,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3068.823562625561,MonopileInstallation,,,,
82,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,3069.705519934283,MonopileInstallation,MonopileInstallation,,40.0,
83,,WTIV,Delay,4.0,83333.33333333333,ACTION,3073.705519934283,MonopileInstallation,MonopileInstallation,,40.0,
84,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3073.710519934283,MonopileInstallation,MonopileInstallation,,40.0,
85,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3074.710519934283,MonopileInstallation,MonopileInstallation,,40.0,
86,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3075.910519934283,MonopileInstallation,MonopileInstallation,,40.0,
87,,Feeder 0,Delay,9.0,28125.0,ACTION,3077.1568959588944,MonopileInstallation,MonopileInstallation,,,
88,,Feeder 0,Fasten Transition Piece,3.0,9375.0,ACTION,3080.1568959588944,MonopileInstallation,MonopileInstallation,,,
89,,Feeder 0,Fasten Monopile,1.0,3125.0,ACTION,3081.1568959588944,MonopileInstallation,MonopileInstallation,,,
90,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3085.910519934283,MonopileInstallation,,,,
91,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3086.910519934283,MonopileInstallation,MonopileInstallation,,40.0,
92,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3087.910519934283,MonopileInstallation,MonopileInstallation,,40.0,
93,,Feeder 0,Delay,9.0,28125.0,ACTION,3090.1568959588944,MonopileInstallation,MonopileInstallation,,,
94,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3091.910519934283,MonopileInstallation,MonopileInstallation,,40.0,
95,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3093.5771866009495,MonopileInstallation,MonopileInstallation,,40.0,
96,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3098.5771866009495,MonopileInstallation,,,,
97,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3100.243853267616,MonopileInstallation,MonopileInstallation,,40.0,
98,,Feeder 0,Fasten Monopile,11.0,34375.0,ACTION,3101.1568959588944,MonopileInstallation,MonopileInstallation,,,
99,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3101.243853267616,MonopileInstallation,MonopileInstallation,,40.0,
100,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,3109.1568959588944,MonopileInstallation,MonopileInstallation,,,
101,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3111.243853267616,MonopileInstallation,,,,
102,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,3112.125810576338,MonopileInstallation,MonopileInstallation,,40.0,
103,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3112.1308105763383,MonopileInstallation,MonopileInstallation,,40.0,
104,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3113.1308105763383,MonopileInstallation,MonopileInstallation,,40.0,
105,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3114.330810576338,MonopileInstallation,MonopileInstallation,,40.0,
106,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,3121.1568959588944,MonopileInstallation,MonopileInstallation,,,
107,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3124.330810576338,MonopileInstallation,,,,
108,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3125.330810576338,MonopileInstallation,MonopileInstallation,,40.0,
109,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3126.330810576338,MonopileInstallation,MonopileInstallation,,40.0,
110,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,3129.1568959588944,MonopileInstallation,MonopileInstallation,,,
111,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3130.330810576338,MonopileInstallation,MonopileInstallation,,40.0,
112,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3131.9974772430046,MonopileInstallation,MonopileInstallation,,40.0,
113,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3136.9974772430046,MonopileInstallation,,,,
114,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3138.664143909671,MonopileInstallation,MonopileInstallation,,40.0,
115,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3139.664143909671,MonopileInstallation,MonopileInstallation,,40.0,
116,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3149.664143909671,MonopileInstallation,,,,
117,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,3150.5461012183932,MonopileInstallation,MonopileInstallation,,40.0,
118,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3150.5511012183933,MonopileInstallation,MonopileInstallation,,40.0,
119,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3151.5511012183933,MonopileInstallation,MonopileInstallation,,40.0,
120,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3152.751101218393,MonopileInstallation,MonopileInstallation,,40.0,
121,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3162.751101218393,MonopileInstallation,,,,
122,,Feeder 1,ActiveFeeder,111.59420525949872,348731.89143593353,ACTION,3162.751101218393,MonopileInstallation,,Site,,
123,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3163.751101218393,MonopileInstallation,MonopileInstallation,,40.0,
124,,Feeder 1,Jackdown,1.6666666666666667,5208.333333333334,ACTION,3164.4177678850597,MonopileInstallation,MonopileInstallation,,,
125,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3164.751101218393,MonopileInstallation,MonopileInstallation,,40.0,
126,,Feeder 0,Transit,37.11467868303137,115983.37088447304,ACTION,3166.271574641926,MonopileInstallation,,,,
127,,Feeder 0,Jackup,1.6666666666666667,5208.333333333334,ACTION,3167.9382413085923,MonopileInstallation,MonopileInstallation,,,
128,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3168.751101218393,MonopileInstallation,MonopileInstallation,,40.0,
129,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3170.4177678850597,MonopileInstallation,MonopileInstallation,,40.0,
130,,Feeder 1,Transit,37.11467868303137,115983.37088447304,ACTION,3201.532446568091,MonopileInstallation,,,,
131,,Feeder 0,Queue,33.59420525949872,104981.8914359335,ACTION,3201.532446568091,MonopileInstallation,,Site,,
132,,WTIV,Delay: Not enough vessels for monopiles,31.114678683031343,648222.4725631529,ACTION,3201.532446568091,MonopileInstallation,,Site,,
133,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3206.532446568091,MonopileInstallation,,,,
134,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3208.1991132347575,MonopileInstallation,MonopileInstallation,,40.0,
135,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3209.1991132347575,MonopileInstallation,MonopileInstallation,,40.0,
136,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,3213.532446568091,MonopileInstallation,MonopileInstallation,,,
137,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3219.1991132347575,MonopileInstallation,,,,
138,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,3220.0810705434797,MonopileInstallation,MonopileInstallation,,40.0,
139,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3220.0860705434798,MonopileInstallation,MonopileInstallation,,40.0,
140,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3221.0860705434798,MonopileInstallation,MonopileInstallation,,40.0,
141,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,3221.532446568091,MonopileInstallation,MonopileInstallation,,,
142,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3222.2860705434796,MonopileInstallation,MonopileInstallation,,40.0,
143,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3232.2860705434796,MonopileInstallation,,,,
144,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3233.2860705434796,MonopileInstallation,MonopileInstallation,,40.0,
145,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,3233.532446568091,MonopileInstallation,MonopileInstallation,,,
146,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3234.2860705434796,MonopileInstallation,MonopileInstallation,,40.0,
147,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3238.2860705434796,MonopileInstallation,MonopileInstallation,,40.0,
148,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3239.952737210146,MonopileInstallation,MonopileInstallation,,40.0,
149,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,3241.532446568091,MonopileInstallation,MonopileInstallation,,,
150,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3244.952737210146,MonopileInstallation,,,,
151,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3246.6194038768126,MonopileInstallation,MonopileInstallation,,40.0,
152,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3247.6194038768126,MonopileInstallation,MonopileInstallation,,40.0,
153,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,3253.532446568091,MonopileInstallation,MonopileInstallation,,,
154,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3257.6194038768126,MonopileInstallation,,,,
155,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,3258.5013611855347,MonopileInstallation,MonopileInstallation,,40.0,
156,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3258.506361185535,MonopileInstallation,MonopileInstallation,,40.0,
157,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3259.506361185535,MonopileInstallation,MonopileInstallation,,40.0,
158,,WTIV,Delay,1.0,20833.333333333332,ACTION,3260.506361185535,MonopileInstallation,MonopileInstallation,,40.0,
159,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3261.7063611855347,MonopileInstallation,MonopileInstallation,,40.0,
160,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3271.7063611855347,MonopileInstallation,,,,
161,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3272.7063611855347,MonopileInstallation,MonopileInstallation,,40.0,
162,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3273.7063611855347,MonopileInstallation,MonopileInstallation,,40.0,
163,,Feeder 1,Delay,21.0,65625.0,ACTION,3274.532446568091,MonopileInstallation,MonopileInstallation,,,
164,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3277.7063611855347,MonopileInstallation,MonopileInstallation,,40.0,
165,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3279.373027852201,MonopileInstallation,MonopileInstallation,,40.0,
166,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,3282.532446568091,MonopileInstallation,MonopileInstallation,,,
167,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3284.373027852201,MonopileInstallation,,,,
168,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3286.0396945188677,MonopileInstallation,MonopileInstallation,,40.0,
169,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3287.0396945188677,MonopileInstallation,MonopileInstallation,,40.0,
170,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3297.0396945188677,MonopileInstallation,,,,
171,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,3297.92165182759,MonopileInstallation,MonopileInstallation,,40.0,
172,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3297.92665182759,MonopileInstallation,MonopileInstallation,,40.0,
173,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3298.92665182759,MonopileInstallation,MonopileInstallation,,40.0,
174,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3300.1266518275897,MonopileInstallation,MonopileInstallation,,40.0,
175,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3310.1266518275897,MonopileInstallation,,,,
176,,Feeder 0,ActiveFeeder,108.59420525949872,339356.89143593353,ACTION,3310.1266518275897,MonopileInstallation,,Site,,
177,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3311.1266518275897,MonopileInstallation,MonopileInstallation,,40.0,
178,,Feeder 0,Jackdown,1.6666666666666667,5208.333333333334,ACTION,3311.7933184942563,MonopileInstallation,MonopileInstallation,,,
179,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3312.1266518275897,MonopileInstallation,MonopileInstallation,,40.0,
180,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3316.1266518275897,MonopileInstallation,MonopileInstallation,,40.0,
181,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3317.7933184942563,MonopileInstallation,MonopileInstallation,,40.0,
182,,Feeder 1,Transit,37.11467868303137,115983.37088447304,ACTION,3319.6471252511224,MonopileInstallation,,,,
183,,Feeder 1,Jackup,1.6666666666666667,5208.333333333334,ACTION,3321.313791917789,MonopileInstallation,MonopileInstallation,,,
184,,Feeder 0,Delay,52.0,162500.0,ACTION,3363.7933184942563,MonopileInstallation,,,,
185,,Feeder 0,Transit,37.11467868303137,115983.37088447304,ACTION,3400.9079971772876,MonopileInstallation,,,,
186,,Feeder 1,Queue,79.59420525949872,248731.8914359335,ACTION,3400.9079971772876,MonopileInstallation,,Site,,
187,,WTIV,Delay: Not enough vessels for monopiles,83.11467868303134,1731555.8058964862,ACTION,3400.9079971772876,MonopileInstallation,,Site,,
188,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3405.9079971772876,MonopileInstallation,,,,
189,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3407.574663843954,MonopileInstallation,MonopileInstallation,,40.0,
190,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3408.574663843954,MonopileInstallation,MonopileInstallation,,40.0,
191,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,3412.9079971772876,MonopileInstallation,MonopileInstallation,,,
192,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3418.574663843954,MonopileInstallation,,,,
193,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,3419.4566211526762,MonopileInstallation,MonopileInstallation,,40.0,
194,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3419.4616211526763,MonopileInstallation,MonopileInstallation,,40.0,
195,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3420.4616211526763,MonopileInstallation,MonopileInstallation,,40.0,
196,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,3420.9079971772876,MonopileInstallation,MonopileInstallation,,,
197,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3421.661621152676,MonopileInstallation,MonopileInstallation,,40.0,
198,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3431.661621152676,MonopileInstallation,,,,
199,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3432.661621152676,MonopileInstallation,MonopileInstallation,,40.0,
200,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,3432.9079971772876,MonopileInstallation,MonopileInstallation,,,
201,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3433.661621152676,MonopileInstallation,MonopileInstallation,,40.0,
202,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3437.661621152676,MonopileInstallation,MonopileInstallation,,40.0,
203,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3439.3282878193427,MonopileInstallation,MonopileInstallation,,40.0,
204,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,3440.9079971772876,MonopileInstallation,MonopileInstallation,,,
205,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3444.3282878193427,MonopileInstallation,,,,
206,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3445.994954486009,MonopileInstallation,MonopileInstallation,,40.0,
207,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3446.994954486009,MonopileInstallation,MonopileInstallation,,40.0,
208,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,3452.9079971772876,MonopileInstallation,MonopileInstallation,,,
209,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3456.994954486009,MonopileInstallation,,,,
210,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,3457.8769117947313,MonopileInstallation,MonopileInstallation,,40.0,
211,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3457.8819117947314,MonopileInstallation,MonopileInstallation,,40.0,
212,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3458.8819117947314,MonopileInstallation,MonopileInstallation,,40.0,
213,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3460.0819117947312,MonopileInstallation,MonopileInstallation,,40.0,
214,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,3460.9079971772876,MonopileInstallation,MonopileInstallation,,,
215,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3470.0819117947312,MonopileInstallation,,,,
216,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3471.0819117947312,MonopileInstallation,MonopileInstallation,,40.0,
217,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3472.0819117947312,MonopileInstallation,MonopileInstallation,,40.0,
218,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3476.0819117947312,MonopileInstallation,MonopileInstallation,,40.0,
219,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3477.7485784613978,MonopileInstallation,MonopileInstallation,,40.0,
220,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3482.7485784613978,MonopileInstallation,,,,
221,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3484.4152451280643,MonopileInstallation,MonopileInstallation,,40.0,
222,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3485.4152451280643,MonopileInstallation,MonopileInstallation,,40.0,
223,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3495.4152451280643,MonopileInstallation,,,,
