,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,hub_height
546,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,1950.9554882738537,MonopileInstallation,,,,
547,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,1951.8374455825758,MonopileInstallation,MonopileInstallation,,40.0,
548,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,1951.842445582576,MonopileInstallation,MonopileInstallation,,40.0,
549,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,1952.842445582576,MonopileInstallation,MonopileInstallation,,40.0,
550,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,1954.042445582576,MonopileInstallation,MonopileInstallation,,40.0,
551,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,1964.042445582576,MonopileInstallation,,,,
552,,Feeder 1,ActiveFeeder,107.59420525950054,336231.8914359392,ACTION,1964.042445582576,MonopileInstallation,,Site,,
553,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,1965.042445582576,MonopileInstallation,MonopileInstallation,,40.0,
554,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,1966.042445582576,MonopileInstallation,MonopileInstallation,,40.0,
555,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,1970.042445582576,MonopileInstallation,MonopileInstallation,,40.0,
556,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,1971.7091122492427,MonopileInstallation,MonopileInstallation,,40.0,
557,,Feeder 0,Delay,106.0,331250.0,ACTION,2033.042445582576,MonopileInstallation,,,,
558,,Feeder 1,Delay,69.0,215625.0,ACTION,2033.042445582576,MonopileInstallation,MonopileInstallation,,,
559,,Feeder 1,Jackdown,1.6666666666666667,5208.333333333334,ACTION,2034.7091122492427,MonopileInstallation,MonopileInstallation,,,
560,,Feeder 0,Transit,39.321634209940946,122880.10690606546,ACTION,2072.364079792517,MonopileInstallation,,,,
561,,Feeder 0,Jackup,1.6666666666666667,5208.333333333334,ACTION,2074.0307464591833,MonopileInstallation,MonopileInstallation,,,
562,,Feeder 1,Transit,39.321634209940946,122880.10690606546,ACTION,2074.030746459184,MonopileInstallation,,,,
563,,Feeder 0,Queue,4.547473508864641e-13,1.4210854715202004e-09,ACTION,2074.030746459184,MonopileInstallation,,Site,,
564,,WTIV,Delay: Not enough vessels for monopiles,102.32163420994107,2131700.7127071056,ACTION,2074.030746459184,MonopileInstallation,,Site,,
565,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2079.030746459184,MonopileInstallation,,,,
566,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2080.6974131258503,MonopileInstallation,MonopileInstallation,,40.0,
567,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2081.6974131258503,MonopileInstallation,MonopileInstallation,,40.0,
568,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,2086.030746459184,MonopileInstallation,MonopileInstallation,,,
569,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2091.6974131258503,MonopileInstallation,,,,
570,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2092.5793704345724,MonopileInstallation,MonopileInstallation,,40.0,
571,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2092.5843704345725,MonopileInstallation,MonopileInstallation,,40.0,
572,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2093.5843704345725,MonopileInstallation,MonopileInstallation,,40.0,
573,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,2094.030746459184,MonopileInstallation,MonopileInstallation,,,
574,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2094.7843704345723,MonopileInstallation,MonopileInstallation,,40.0,
575,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2104.7843704345723,MonopileInstallation,,,,
576,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2105.7843704345723,MonopileInstallation,MonopileInstallation,,40.0,
577,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,2106.030746459184,MonopileInstallation,MonopileInstallation,,,
578,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2106.7843704345723,MonopileInstallation,MonopileInstallation,,40.0,
579,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2110.7843704345723,MonopileInstallation,MonopileInstallation,,40.0,
580,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2112.451037101239,MonopileInstallation,MonopileInstallation,,40.0,
581,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,2114.030746459184,MonopileInstallation,MonopileInstallation,,,
582,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2117.451037101239,MonopileInstallation,,,,
583,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2119.1177037679054,MonopileInstallation,MonopileInstallation,,40.0,
584,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2120.1177037679054,MonopileInstallation,MonopileInstallation,,40.0,
585,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,2126.030746459184,MonopileInstallation,MonopileInstallation,,,
586,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2130.1177037679054,MonopileInstallation,,,,
587,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2130.9996610766275,MonopileInstallation,MonopileInstallation,,40.0,
588,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2131.0046610766276,MonopileInstallation,MonopileInstallation,,40.0,
589,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2132.0046610766276,MonopileInstallation,MonopileInstallation,,40.0,
590,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2133.2046610766274,MonopileInstallation,MonopileInstallation,,40.0,
591,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,2134.030746459184,MonopileInstallation,MonopileInstallation,,,
592,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2143.2046610766274,MonopileInstallation,,,,
593,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2144.2046610766274,MonopileInstallation,MonopileInstallation,,40.0,
594,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2145.2046610766274,MonopileInstallation,MonopileInstallation,,40.0,
595,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2149.2046610766274,MonopileInstallation,MonopileInstallation,,40.0,
596,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2150.871327743294,MonopileInstallation,MonopileInstallation,,40.0,
597,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2155.871327743294,MonopileInstallation,,,,
598,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2157.5379944099604,MonopileInstallation,MonopileInstallation,,40.0,
599,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2158.5379944099604,MonopileInstallation,MonopileInstallation,,40.0,
600,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2168.5379944099604,MonopileInstallation,,,,
601,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2169.4199517186826,MonopileInstallation,MonopileInstallation,,40.0,
602,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2169.4249517186827,MonopileInstallation,MonopileInstallation,,40.0,
603,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2170.4249517186827,MonopileInstallation,MonopileInstallation,,40.0,
604,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2171.6249517186825,MonopileInstallation,MonopileInstallation,,40.0,
605,,Feeder 1,Transit,39.321634209940946,122880.10690606546,ACTION,2173.3523806691246,MonopileInstallation,,,,
606,,Feeder 1,Jackup,1.6666666666666667,5208.333333333334,ACTION,2175.019047335791,MonopileInstallation,MonopileInstallation,,,
607,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2181.6249517186825,MonopileInstallation,,,,
608,,Feeder 0,ActiveFeeder,107.59420525949872,336231.89143593353,ACTION,2181.6249517186825,MonopileInstallation,,Site,,
609,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2182.6249517186825,MonopileInstallation,MonopileInstallation,,40.0,
610,,Feeder 0,Jackdown,1.6666666666666667,5208.333333333334,ACTION,2183.291618385349,MonopileInstallation,MonopileInstallation,,,
611,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2183.6249517186825,MonopileInstallation,MonopileInstallation,,40.0,
612,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2187.6249517186825,MonopileInstallation,MonopileInstallation,,40.0,
613,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2189.291618385349,MonopileInstallation,MonopileInstallation,,40.0,
614,,Feeder 0,Transit,39.321634209940946,122880.10690606546,ACTION,2222.61325259529,MonopileInstallation,,,,
615,,Feeder 1,Queue,47.59420525949872,148731.8914359335,ACTION,2222.61325259529,MonopileInstallation,,Site,,
616,,WTIV,Delay: Not enough vessels for monopiles,33.32163420994084,694200.7127071008,ACTION,2222.61325259529,MonopileInstallation,,Site,,
617,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2227.61325259529,MonopileInstallation,,,,
618,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2229.2799192619564,MonopileInstallation,MonopileInstallation,,40.0,
619,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2230.2799192619564,MonopileInstallation,MonopileInstallation,,40.0,
620,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,2234.61325259529,MonopileInstallation,MonopileInstallation,,,
621,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2240.2799192619564,MonopileInstallation,,,,
622,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2241.1618765706785,MonopileInstallation,MonopileInstallation,,40.0,
623,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2241.1668765706786,MonopileInstallation,MonopileInstallation,,40.0,
624,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2242.1668765706786,MonopileInstallation,MonopileInstallation,,40.0,
625,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,2242.61325259529,MonopileInstallation,MonopileInstallation,,,
626,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2243.3668765706784,MonopileInstallation,MonopileInstallation,,40.0,
627,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2253.3668765706784,MonopileInstallation,,,,
628,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2254.3668765706784,MonopileInstallation,MonopileInstallation,,40.0,
629,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,2254.61325259529,MonopileInstallation,MonopileInstallation,,,
630,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2255.3668765706784,MonopileInstallation,MonopileInstallation,,40.0,
631,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2259.3668765706784,MonopileInstallation,MonopileInstallation,,40.0,
632,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2261.033543237345,MonopileInstallation,MonopileInstallation,,40.0,
633,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,2262.61325259529,MonopileInstallation,MonopileInstallation,,,
634,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2266.033543237345,MonopileInstallation,,,,
635,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2267.7002099040114,MonopileInstallation,MonopileInstallation,,40.0,
636,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2268.7002099040114,MonopileInstallation,MonopileInstallation,,40.0,
637,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,2274.61325259529,MonopileInstallation,MonopileInstallation,,,
638,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2278.7002099040114,MonopileInstallation,,,,
639,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2279.5821672127336,MonopileInstallation,MonopileInstallation,,40.0,
640,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2279.5871672127337,MonopileInstallation,MonopileInstallation,,40.0,
641,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2280.5871672127337,MonopileInstallation,MonopileInstallation,,40.0,
642,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2281.7871672127335,MonopileInstallation,MonopileInstallation,,40.0,
643,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,2282.61325259529,MonopileInstallation,MonopileInstallation,,,
644,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2291.7871672127335,MonopileInstallation,,,,
645,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2292.7871672127335,MonopileInstallation,MonopileInstallation,,40.0,
646,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2293.7871672127335,MonopileInstallation,MonopileInstallation,,40.0,
647,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2297.7871672127335,MonopileInstallation,MonopileInstallation,,40.0,
648,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2299.4538338794,MonopileInstallation,MonopileInstallation,,40.0,
649,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2304.4538338794,MonopileInstallation,,,,
650,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2306.1205005460665,MonopileInstallation,MonopileInstallation,,40.0,
651,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2307.1205005460665,MonopileInstallation,MonopileInstallation,,40.0,
652,,Feeder 0,Delay,26.0,81250.0,ACTION,2308.61325259529,MonopileInstallation,,,,
653,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2317.1205005460665,MonopileInstallation,,,,
654,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2318.0024578547886,MonopileInstallation,MonopileInstallation,,40.0,
655,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2318.0074578547888,MonopileInstallation,MonopileInstallation,,40.0,
656,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2319.0074578547888,MonopileInstallation,MonopileInstallation,,40.0,
657,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2320.2074578547886,MonopileInstallation,MonopileInstallation,,40.0,
658,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2330.2074578547886,MonopileInstallation,,,,
659,,Feeder 1,ActiveFeeder,107.59420525949872,336231.89143593353,ACTION,2330.2074578547886,MonopileInstallation,,Site,,
660,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2331.2074578547886,MonopileInstallation,MonopileInstallation,,40.0,
661,,Feeder 1,Jackdown,1.6666666666666667,5208.333333333334,ACTION,2331.874124521455,MonopileInstallation,MonopileInstallation,,,
662,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2332.2074578547886,MonopileInstallation,MonopileInstallation,,40.0,
663,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2336.2074578547886,MonopileInstallation,MonopileInstallation,,40.0,
664,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2337.874124521455,MonopileInstallation,MonopileInstallation,,40.0,
665,,Feeder 0,Transit,39.321634209940946,122880.10690606546,ACTION,2347.9348868052307,MonopileInstallation,,,,
666,,Feeder 0,Jackup,1.6666666666666667,5208.333333333334,ACTION,2349.601553471897,MonopileInstallation,MonopileInstallation,,,
667,,Feeder 1,Transit,39.321634209940946,122880.10690606546,ACTION,2371.195758731396,MonopileInstallation,,,,
668,,Feeder 0,Queue,21.59420525949872,67481.8914359335,ACTION,2371.195758731396,MonopileInstallation,,Site,,
669,,WTIV,Delay: Not enough vessels for monopiles,33.32163420994084,694200.7127071008,ACTION,2371.195758731396,MonopileInstallation,,Site,,
670,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2376.195758731396,MonopileInstallation,,,,
671,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2377.8624253980624,MonopileInstallation,MonopileInstallation,,40.0,
672,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2378.8624253980624,MonopileInstallation,MonopileInstallation,,40.0,
673,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,2383.195758731396,MonopileInstallation,MonopileInstallation,,,
674,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2388.8624253980624,MonopileInstallation,,,,
675,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2389.7443827067846,MonopileInstallation,MonopileInstallation,,40.0,
676,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2389.7493827067847,MonopileInstallation,MonopileInstallation,,40.0,
677,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2390.7493827067847,MonopileInstallation,MonopileInstallation,,40.0,
678,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,2391.195758731396,MonopileInstallation,MonopileInstallation,,,
679,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2391.9493827067845,MonopileInstallation,MonopileInstallation,,40.0,
680,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2401.9493827067845,MonopileInstallation,,,,
681,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2402.9493827067845,MonopileInstallation,MonopileInstallation,,40.0,
682,,Feeder 1,Fasten Monopile,12.0,37500.0,ACTION,2403.195758731396,MonopileInstallation,MonopileInstallation,,,
683,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2403.9493827067845,MonopileInstallation,MonopileInstallation,,40.0,
684,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2407.9493827067845,MonopileInstallation,MonopileInstallation,,40.0,
685,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2409.616049373451,MonopileInstallation,MonopileInstallation,,40.0,
686,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,2411.195758731396,MonopileInstallation,MonopileInstallation,,,
687,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2414.616049373451,MonopileInstallation,,,,
688,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2416.2827160401175,MonopileInstallation,MonopileInstallation,,40.0,
689,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2417.2827160401175,MonopileInstallation,MonopileInstallation,,40.0,
690,,Feeder 1,Fasten Monopile,9.0,28125.0,ACTION,2420.195758731396,MonopileInstallation,MonopileInstallation,,,
691,,Feeder 1,Delay,7.0,21875.0,ACTION,2427.195758731396,MonopileInstallation,MonopileInstallation,,,
692,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2427.2827160401175,MonopileInstallation,,,,
693,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2428.1646733488396,MonopileInstallation,MonopileInstallation,,40.0,
694,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2428.1696733488398,MonopileInstallation,MonopileInstallation,,40.0,
695,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2429.1696733488398,MonopileInstallation,MonopileInstallation,,40.0,
696,,Feeder 1,Fasten Monopile,3.0,9375.0,ACTION,2430.195758731396,MonopileInstallation,MonopileInstallation,,,
697,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2430.3696733488396,MonopileInstallation,MonopileInstallation,,40.0,
698,,Feeder 1,Fasten Transition Piece,8.0,25000.0,ACTION,2438.195758731396,MonopileInstallation,MonopileInstallation,,,
699,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2440.3696733488396,MonopileInstallation,,,,
700,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2441.3696733488396,MonopileInstallation,MonopileInstallation,,40.0,
701,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2442.3696733488396,MonopileInstallation,MonopileInstallation,,40.0,
702,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2446.3696733488396,MonopileInstallation,MonopileInstallation,,40.0,
703,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2448.036340015506,MonopileInstallation,MonopileInstallation,,40.0,
704,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2453.036340015506,MonopileInstallation,,,,
705,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2454.7030066821726,MonopileInstallation,MonopileInstallation,,40.0,
706,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2455.7030066821726,MonopileInstallation,MonopileInstallation,,40.0,
707,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2465.7030066821726,MonopileInstallation,,,,
708,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2466.5849639908947,MonopileInstallation,MonopileInstallation,,40.0,
709,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2466.589963990895,MonopileInstallation,MonopileInstallation,,40.0,
710,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2467.589963990895,MonopileInstallation,MonopileInstallation,,40.0,
711,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2468.7899639908946,MonopileInstallation,MonopileInstallation,,40.0,
712,,Feeder 1,Transit,39.321634209940946,122880.10690606546,ACTION,2477.5173929413368,MonopileInstallation,,,,
713,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2478.7899639908946,MonopileInstallation,,,,
714,,Feeder 0,ActiveFeeder,107.59420525949872,336231.89143593353,ACTION,2478.7899639908946,MonopileInstallation,,Site,,
715,,Feeder 1,Jackup,1.6666666666666667,5208.333333333334,ACTION,2479.1840596080033,MonopileInstallation,MonopileInstallation,,,
716,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2479.7899639908946,MonopileInstallation,MonopileInstallation,,40.0,
717,,Feeder 0,Jackdown,1.6666666666666667,5208.333333333334,ACTION,2480.456630657561,MonopileInstallation,MonopileInstallation,,,
718,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2480.7899639908946,MonopileInstallation,MonopileInstallation,,40.0,
719,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2484.7899639908946,MonopileInstallation,MonopileInstallation,,40.0,
720,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2486.456630657561,MonopileInstallation,MonopileInstallation,,40.0,
721,,Feeder 0,Transit,39.321634209940946,122880.10690606546,ACTION,2519.778264867502,MonopileInstallation,,,,
722,,Feeder 1,Queue,40.59420525949872,126856.8914359335,ACTION,2519.778264867502,MonopileInstallation,,Site,,
723,,WTIV,Delay: Not enough vessels for monopiles,33.32163420994084,694200.7127071008,ACTION,2519.778264867502,MonopileInstallation,,Site,,
724,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2524.778264867502,MonopileInstallation,,,,
725,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2526.4449315341685,MonopileInstallation,MonopileInstallation,,40.0,
726,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2527.4449315341685,MonopileInstallation,MonopileInstallation,,40.0,
727,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,2531.778264867502,MonopileInstallation,MonopileInstallation,,,
728,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2537.4449315341685,MonopileInstallation,,,,
729,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2538.3268888428906,MonopileInstallation,MonopileInstallation,,40.0,
730,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2538.3318888428907,MonopileInstallation,MonopileInstallation,,40.0,
731,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2539.3318888428907,MonopileInstallation,MonopileInstallation,,40.0,
732,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,2539.778264867502,MonopileInstallation,MonopileInstallation,,,
733,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2540.5318888428906,MonopileInstallation,MonopileInstallation,,40.0,
734,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2550.5318888428906,MonopileInstallation,,,,
735,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2551.5318888428906,MonopileInstallation,MonopileInstallation,,40.0,
736,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,2551.778264867502,MonopileInstallation,MonopileInstallation,,,
737,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2552.5318888428906,MonopileInstallation,MonopileInstallation,,40.0,
738,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2556.5318888428906,MonopileInstallation,MonopileInstallation,,40.0,
739,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2558.198555509557,MonopileInstallation,MonopileInstallation,,40.0,
740,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,2559.778264867502,MonopileInstallation,MonopileInstallation,,,
741,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2563.198555509557,MonopileInstallation,,,,
742,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2564.8652221762236,MonopileInstallation,MonopileInstallation,,40.0,
743,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2565.8652221762236,MonopileInstallation,MonopileInstallation,,40.0,
744,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,2571.778264867502,MonopileInstallation,MonopileInstallation,,,
745,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2575.8652221762236,MonopileInstallation,,,,
746,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2576.7471794849457,MonopileInstallation,MonopileInstallation,,40.0,
747,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2576.752179484946,MonopileInstallation,MonopileInstallation,,40.0,
748,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2577.752179484946,MonopileInstallation,MonopileInstallation,,40.0,
749,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2578.9521794849456,MonopileInstallation,MonopileInstallation,,40.0,
750,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,2579.778264867502,MonopileInstallation,MonopileInstallation,,,
751,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,2588.9521794849456,MonopileInstallation,,,,
752,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2589.9521794849456,MonopileInstallation,MonopileInstallation,,40.0,
753,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,2590.9521794849456,MonopileInstallation,MonopileInstallation,,40.0,
754,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,2594.9521794849456,MonopileInstallation,MonopileInstallation,,40.0,
755,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,2596.618846151612,MonopileInstallation,MonopileInstallation,,40.0,
756,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,2601.618846151612,MonopileInstallation,,,,
757,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,2603.2855128182787,MonopileInstallation,MonopileInstallation,,40.0,
758,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,2604.2855128182787,MonopileInstallation,MonopileInstallation,,40.0,
759,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,2614.2855128182787,MonopileInstallation,,,,
760,,WTIV,Upend Monopile,0.8819573087220198,18374.110598375413,ACTION,2615.167470127001,MonopileInstallation,MonopileInstallation,,40.0,
761,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,2615.172470127001,MonopileInstallation,MonopileInstallation,,40.0,
762,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,2616.172470127001,MonopileInstallation,MonopileInstallation,,40.0,
763,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,2617.3724701270007,MonopileInstallation,MonopileInstallation,,40.0,
764,,Feeder 0,Transit,39.321634209940946,122880.10690606546,ACTION,2619.099899077443,MonopileInstallation,,,,
765,,Feeder 0,Jackup,1.6666666666666667,5208.333333333334,ACTION,2620.7665657441094,MonopileInstallation,MonopileInstallation,,,
