,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,location,site_depth,hub_height
130,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3017.533000504755,MonopileInstallation,MonopileInstallation,,40.0,
131,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3018.8323857111186,TurbineInstallation,TurbineInstallation,,40.0,122.0
132,,Feeder 0,Fasten Nacelle,2.0,6250.0,ACTION,3019.1339293256633,TurbineInstallation,TurbineInstallation,,,
133,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3019.1996671714214,MonopileInstallation,MonopileInstallation,,40.0,
134,,WTIV,Release Tower Section,1.0,12500.0,ACTION,3019.8323857111186,TurbineInstallation,,,,
135,,Feeder 0,Fasten Blade,0.75,2343.75,ACTION,3019.8839293256633,TurbineInstallation,TurbineInstallation,,,
136,,Feeder 0,Fasten Blade,0.75,2343.75,ACTION,3020.6339293256633,TurbineInstallation,TurbineInstallation,,,
137,,WTIV,Lift Tower Section,1.24,15500.0,ACTION,3021.072385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
138,,Feeder 0,Fasten Blade,0.75,2343.75,ACTION,3021.3839293256633,TurbineInstallation,TurbineInstallation,,,
139,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3023.072385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
140,,WTIV,Release Nacelle,1.0,12500.0,ACTION,3024.072385711119,TurbineInstallation,,,,
141,,WTIV,Reequip,1.0,12500.0,ACTION,3025.072385711119,TurbineInstallation,,,,
142,,Feeder 0,Transit,4.841543614544483,15129.823795451508,ACTION,3026.2254729402075,TurbineInstallation,,,,
143,,WTIV,Lift Nacelle,1.22,15250.0,ACTION,3026.2923857111186,TurbineInstallation,TurbineInstallation,,40.0,122.0
144,,Feeder 0,Jackup,1.6666666666666667,5208.333333333334,ACTION,3027.8921396068745,TurbineInstallation,TurbineInstallation,,,
145,,WTIV,Attach Nacelle,2.0,25000.0,ACTION,3028.2923857111186,TurbineInstallation,TurbineInstallation,,40.0,122.0
146,,WTIV,Reequip,1.0,12500.0,ACTION,3029.2923857111186,TurbineInstallation,,,,
147,,WTIV,Release Blade,0.5,6250.0,ACTION,3029.7923857111186,TurbineInstallation,,,,
148,,WTIV,Lift Blade,1.22,15250.0,ACTION,3031.012385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
149,,WTIV,Attach Blade,1.5,18750.0,ACTION,3032.512385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
150,,WTIV,Release Blade,0.5,6250.0,ACTION,3033.012385711119,TurbineInstallation,,,,
151,,WTIV,Lift Blade,1.22,15250.0,ACTION,3034.2323857111187,TurbineInstallation,TurbineInstallation,,40.0,122.0
152,,WTIV,Attach Blade,1.5,18750.0,ACTION,3035.7323857111187,TurbineInstallation,TurbineInstallation,,40.0,122.0
153,,WTIV,Release Blade,0.5,6250.0,ACTION,3036.2323857111187,TurbineInstallation,,,,
154,,Feeder 1,ActiveFeeder,29.60666666666667,92520.83333333334,ACTION,3036.2323857111187,TurbineInstallation,,Site,,
155,,Feeder 0,Queue,8.340246104244386,26063.269075763706,ACTION,3036.2323857111187,TurbineInstallation,,Site,,
156,,WTIV,Lift Blade,1.22,15250.0,ACTION,3037.452385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
157,,Feeder 1,Jackdown,1.6666666666666667,5208.333333333334,ACTION,3037.899052377785,TurbineInstallation,TurbineInstallation,,,
158,,WTIV,Attach Blade,1.5,18750.0,ACTION,3038.952385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
159,,WTIV,Jackdown,0.43333333333333335,5416.666666666667,ACTION,3039.385719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
160,,Feeder 1,Transit,4.841543614544483,15129.823795451508,ACTION,3042.74059599233,TurbineInstallation,,,,
161,,WTIV,Position Onsite,5.0,62500.0,ACTION,3044.385719044452,TurbineInstallation,,,,
162,,Feeder 1,Fasten Tower Section,2.0,6250.0,ACTION,3044.74059599233,TurbineInstallation,TurbineInstallation,,,
163,,WTIV,Jackup,0.43333333333333335,5416.666666666667,ACTION,3044.8190523777853,TurbineInstallation,TurbineInstallation,,40.0,122.0
164,,WTIV,Release Tower Section,1.0,12500.0,ACTION,3045.8190523777853,TurbineInstallation,,,,
165,,WTIV,Lift Tower Section,0.62,7750.0,ACTION,3046.4390523777856,TurbineInstallation,TurbineInstallation,,40.0,122.0
166,,Feeder 1,Fasten Tower Section,2.0,6250.0,ACTION,3046.74059599233,TurbineInstallation,TurbineInstallation,,,
167,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3048.4390523777856,TurbineInstallation,TurbineInstallation,,40.0,122.0
168,,Feeder 1,Fasten Nacelle,2.0,6250.0,ACTION,3048.74059599233,TurbineInstallation,TurbineInstallation,,,
169,,WTIV,Release Tower Section,1.0,12500.0,ACTION,3049.4390523777856,TurbineInstallation,,,,
170,,Feeder 1,Fasten Blade,0.75,2343.75,ACTION,3049.49059599233,TurbineInstallation,TurbineInstallation,,,
171,,Feeder 1,Fasten Blade,0.75,2343.75,ACTION,3050.24059599233,TurbineInstallation,TurbineInstallation,,,
172,,WTIV,Lift Tower Section,1.24,15500.0,ACTION,3050.6790523777854,TurbineInstallation,TurbineInstallation,,40.0,122.0
173,,Feeder 1,Fasten Blade,0.75,2343.75,ACTION,3050.99059599233,TurbineInstallation,TurbineInstallation,,,
174,,Feeder 0,Transit,39.339640768210714,122936.37740065849,ACTION,3052.539307939632,MonopileInstallation,,,,
175,,Feeder 1,Queue,2580.533000504755,8064165.626577359,ACTION,3052.539307939632,MonopileInstallation,,Site,,
176,,WTIV,Delay: Not enough vessels for monopiles,33.33964076821076,694575.849337724,ACTION,3052.539307939632,MonopileInstallation,,Site,,
177,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3052.6790523777854,TurbineInstallation,TurbineInstallation,,40.0,122.0
178,,WTIV,Release Nacelle,1.0,12500.0,ACTION,3053.6790523777854,TurbineInstallation,,,,
179,,WTIV,Reequip,1.0,12500.0,ACTION,3054.6790523777854,TurbineInstallation,,,,
180,,Feeder 1,Transit,4.841543614544483,15129.823795451508,ACTION,3055.8321396068745,TurbineInstallation,,,,
181,,WTIV,Lift Nacelle,1.22,15250.0,ACTION,3055.899052377785,TurbineInstallation,TurbineInstallation,,40.0,122.0
182,,Feeder 1,Jackup,1.6666666666666667,5208.333333333334,ACTION,3057.498806273541,TurbineInstallation,TurbineInstallation,,,
183,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3057.539307939632,MonopileInstallation,,,,
184,,WTIV,Attach Nacelle,2.0,25000.0,ACTION,3057.899052377785,TurbineInstallation,TurbineInstallation,,40.0,122.0
185,,WTIV,Reequip,1.0,12500.0,ACTION,3058.899052377785,TurbineInstallation,,,,
186,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3059.2059746062987,MonopileInstallation,MonopileInstallation,,40.0,
187,,WTIV,Release Blade,0.5,6250.0,ACTION,3059.399052377785,TurbineInstallation,,,,
188,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3060.2059746062987,MonopileInstallation,MonopileInstallation,,40.0,
189,,WTIV,Lift Blade,1.22,15250.0,ACTION,3060.6190523777855,TurbineInstallation,TurbineInstallation,,40.0,122.0
190,,WTIV,Attach Blade,1.5,18750.0,ACTION,3062.1190523777855,TurbineInstallation,TurbineInstallation,,40.0,122.0
191,,WTIV,Release Blade,0.5,6250.0,ACTION,3062.6190523777855,TurbineInstallation,,,,
192,,WTIV,Lift Blade,1.22,15250.0,ACTION,3063.8390523777853,TurbineInstallation,TurbineInstallation,,40.0,122.0
193,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,3064.539307939632,MonopileInstallation,MonopileInstallation,,,
194,,WTIV,Attach Blade,1.5,18750.0,ACTION,3065.3390523777853,TurbineInstallation,TurbineInstallation,,40.0,122.0
195,,WTIV,Release Blade,0.5,6250.0,ACTION,3065.8390523777853,TurbineInstallation,,,,
196,,Feeder 0,ActiveFeeder,29.606666666666683,92520.83333333339,ACTION,3065.8390523777853,TurbineInstallation,,Site,,
197,,Feeder 1,Queue,8.340246104244386,26063.269075763706,ACTION,3065.8390523777853,TurbineInstallation,,Site,,
198,,WTIV,Lift Blade,1.22,15250.0,ACTION,3067.0590523777855,TurbineInstallation,TurbineInstallation,,40.0,122.0
199,,Feeder 0,Jackdown,1.6666666666666667,5208.333333333334,ACTION,3067.5057190444522,TurbineInstallation,TurbineInstallation,,,
200,,Feeder 0,Fasten Transition Piece,4.0,12500.0,ACTION,3068.539307939632,MonopileInstallation,MonopileInstallation,,,
201,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3070.2059746062987,MonopileInstallation,,,,
202,,WTIV,Delay,3.0,62500.0,ACTION,3073.2059746062987,MonopileInstallation,MonopileInstallation,,40.0,
203,,WTIV,Upend Monopile,0.8594532455150841,17905.275948230916,ACTION,3074.0654278518136,MonopileInstallation,MonopileInstallation,,40.0,
204,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3074.0704278518137,MonopileInstallation,MonopileInstallation,,40.0,
205,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3075.0704278518137,MonopileInstallation,MonopileInstallation,,40.0,
206,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3076.2704278518136,MonopileInstallation,MonopileInstallation,,40.0,
207,,WTIV,Delay,10.0,125000.0,ACTION,3077.0590523777855,TurbineInstallation,TurbineInstallation,,40.0,122.0
208,,Feeder 0,Delay,9.0,28125.0,ACTION,3077.539307939632,MonopileInstallation,MonopileInstallation,,,
209,,WTIV,Attach Blade,1.5,18750.0,ACTION,3078.5590523777855,TurbineInstallation,TurbineInstallation,,40.0,122.0
210,,WTIV,Jackdown,0.43333333333333335,5416.666666666667,ACTION,3078.992385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
211,,Feeder 0,Fasten Transition Piece,4.0,12500.0,ACTION,3081.539307939632,MonopileInstallation,MonopileInstallation,,,
212,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3086.2704278518136,MonopileInstallation,,,,
213,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3087.2704278518136,MonopileInstallation,MonopileInstallation,,40.0,
214,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3088.2704278518136,MonopileInstallation,MonopileInstallation,,40.0,
215,,Feeder 0,Delay,22.0,68750.0,ACTION,3089.5057190444522,TurbineInstallation,,,,
216,,WTIV,Delay,11.0,137500.0,ACTION,3089.992385711119,TurbineInstallation,,,,
217,,Feeder 0,Delay,9.0,28125.0,ACTION,3090.539307939632,MonopileInstallation,MonopileInstallation,,,
218,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3092.2704278518136,MonopileInstallation,MonopileInstallation,,40.0,
219,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3093.93709451848,MonopileInstallation,MonopileInstallation,,40.0,
220,,Feeder 0,Transit,4.841543614544483,15129.823795451508,ACTION,3094.3472626589964,TurbineInstallation,,,,
221,,WTIV,Position Onsite,5.0,62500.0,ACTION,3094.992385711119,TurbineInstallation,,,,
222,,WTIV,Jackup,0.43333333333333335,5416.666666666667,ACTION,3095.4257190444523,TurbineInstallation,TurbineInstallation,,40.0,122.0
223,,Feeder 0,Fasten Tower Section,2.0,6250.0,ACTION,3096.3472626589964,TurbineInstallation,TurbineInstallation,,,
224,,WTIV,Release Tower Section,1.0,12500.0,ACTION,3096.4257190444523,TurbineInstallation,,,,
225,,WTIV,Lift Tower Section,0.62,7750.0,ACTION,3097.045719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
226,,Feeder 0,Fasten Tower Section,2.0,6250.0,ACTION,3098.3472626589964,TurbineInstallation,TurbineInstallation,,,
227,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3098.93709451848,MonopileInstallation,,,,
228,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3099.045719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
229,,WTIV,Release Tower Section,1.0,12500.0,ACTION,3100.045719044452,TurbineInstallation,,,,
230,,Feeder 0,Fasten Nacelle,2.0,6250.0,ACTION,3100.3472626589964,TurbineInstallation,TurbineInstallation,,,
231,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3100.6037611851466,MonopileInstallation,MonopileInstallation,,40.0,
232,,Feeder 0,Fasten Blade,0.75,2343.75,ACTION,3101.0972626589964,TurbineInstallation,TurbineInstallation,,,
233,,WTIV,Lift Tower Section,1.24,15500.0,ACTION,3101.285719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
234,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3101.6037611851466,MonopileInstallation,MonopileInstallation,,40.0,
235,,Feeder 0,Fasten Blade,0.75,2343.75,ACTION,3101.8472626589964,TurbineInstallation,TurbineInstallation,,,
236,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,3102.539307939632,MonopileInstallation,MonopileInstallation,,,
237,,Feeder 0,Fasten Blade,0.75,2343.75,ACTION,3102.5972626589964,TurbineInstallation,TurbineInstallation,,,
238,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3103.285719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
239,,WTIV,Release Nacelle,1.0,12500.0,ACTION,3104.285719044452,TurbineInstallation,,,,
240,,WTIV,Reequip,1.0,12500.0,ACTION,3105.285719044452,TurbineInstallation,,,,
241,,WTIV,Lift Nacelle,1.22,15250.0,ACTION,3106.5057190444522,TurbineInstallation,TurbineInstallation,,40.0,122.0
242,,Feeder 0,Transit,4.841543614544483,15129.823795451508,ACTION,3107.438806273541,TurbineInstallation,,,,
243,,WTIV,Attach Nacelle,2.0,25000.0,ACTION,3108.5057190444522,TurbineInstallation,TurbineInstallation,,40.0,122.0
244,,Feeder 0,Jackup,1.6666666666666667,5208.333333333334,ACTION,3109.1054729402076,TurbineInstallation,TurbineInstallation,,,
245,,WTIV,Reequip,1.0,12500.0,ACTION,3109.5057190444522,TurbineInstallation,,,,
246,,WTIV,Release Blade,0.5,6250.0,ACTION,3110.0057190444522,TurbineInstallation,,,,
247,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,3110.539307939632,MonopileInstallation,MonopileInstallation,,,
248,,WTIV,Lift Blade,1.22,15250.0,ACTION,3111.225719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
249,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3111.6037611851466,MonopileInstallation,,,,
250,,WTIV,Upend Monopile,0.8594532455150841,17905.275948230916,ACTION,3112.4632144306615,MonopileInstallation,MonopileInstallation,,40.0,
251,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3112.4682144306616,MonopileInstallation,MonopileInstallation,,40.0,
252,,WTIV,Attach Blade,1.5,18750.0,ACTION,3112.725719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
253,,WTIV,Release Blade,0.5,6250.0,ACTION,3113.225719044452,TurbineInstallation,,,,
254,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3113.4682144306616,MonopileInstallation,MonopileInstallation,,40.0,
255,,WTIV,Lift Blade,1.22,15250.0,ACTION,3114.4457190444523,TurbineInstallation,TurbineInstallation,,40.0,122.0
256,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3114.6682144306615,MonopileInstallation,MonopileInstallation,,40.0,
257,,WTIV,Attach Blade,1.5,18750.0,ACTION,3115.9457190444523,TurbineInstallation,TurbineInstallation,,40.0,122.0
258,,WTIV,Release Blade,0.5,6250.0,ACTION,3116.4457190444523,TurbineInstallation,,,,
259,,Feeder 1,ActiveFeeder,50.60666666666668,158145.83333333337,ACTION,3116.4457190444523,TurbineInstallation,,Site,,
260,,Feeder 0,Queue,7.340246104244386,22938.269075763706,ACTION,3116.4457190444523,TurbineInstallation,,Site,,
261,,WTIV,Lift Blade,1.22,15250.0,ACTION,3117.665719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
262,,Feeder 1,Jackdown,1.6666666666666667,5208.333333333334,ACTION,3118.112385711119,TurbineInstallation,TurbineInstallation,,,
263,,WTIV,Attach Blade,1.5,18750.0,ACTION,3119.165719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
264,,WTIV,Jackdown,0.43333333333333335,5416.666666666667,ACTION,3119.5990523777855,TurbineInstallation,TurbineInstallation,,40.0,122.0
265,,Feeder 0,Fasten Monopile,12.0,37500.0,ACTION,3122.539307939632,MonopileInstallation,MonopileInstallation,,,
266,,Feeder 1,Transit,4.841543614544483,15129.823795451508,ACTION,3122.953929325663,TurbineInstallation,,,,
267,,WTIV,Position Onsite,5.0,62500.0,ACTION,3124.5990523777855,TurbineInstallation,,,,
268,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3124.6682144306615,MonopileInstallation,,,,
269,,Feeder 1,Fasten Tower Section,2.0,6250.0,ACTION,3124.953929325663,TurbineInstallation,TurbineInstallation,,,
270,,WTIV,Jackup,0.43333333333333335,5416.666666666667,ACTION,3125.032385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
271,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3125.6682144306615,MonopileInstallation,MonopileInstallation,,40.0,
272,,WTIV,Release Tower Section,1.0,12500.0,ACTION,3126.032385711119,TurbineInstallation,,,,
273,,WTIV,Lift Tower Section,0.62,7750.0,ACTION,3126.6523857111188,TurbineInstallation,TurbineInstallation,,40.0,122.0
274,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3126.6682144306615,MonopileInstallation,MonopileInstallation,,40.0,
275,,Feeder 1,Fasten Tower Section,2.0,6250.0,ACTION,3126.953929325663,TurbineInstallation,TurbineInstallation,,,
276,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3128.6523857111188,TurbineInstallation,TurbineInstallation,,40.0,122.0
277,,Feeder 1,Fasten Nacelle,2.0,6250.0,ACTION,3128.953929325663,TurbineInstallation,TurbineInstallation,,,
278,,WTIV,Release Tower Section,1.0,12500.0,ACTION,3129.6523857111188,TurbineInstallation,,,,
279,,Feeder 1,Fasten Blade,0.75,2343.75,ACTION,3129.703929325663,TurbineInstallation,TurbineInstallation,,,
280,,Feeder 1,Fasten Blade,0.75,2343.75,ACTION,3130.453929325663,TurbineInstallation,TurbineInstallation,,,
281,,Feeder 0,Fasten Transition Piece,8.0,25000.0,ACTION,3130.539307939632,MonopileInstallation,MonopileInstallation,,,
282,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3130.6682144306615,MonopileInstallation,MonopileInstallation,,40.0,
283,,WTIV,Lift Tower Section,1.24,15500.0,ACTION,3130.8923857111185,TurbineInstallation,TurbineInstallation,,40.0,122.0
284,,Feeder 1,Fasten Blade,0.75,2343.75,ACTION,3131.203929325663,TurbineInstallation,TurbineInstallation,,,
285,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3132.334881097328,MonopileInstallation,MonopileInstallation,,40.0,
286,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3132.8923857111185,TurbineInstallation,TurbineInstallation,,40.0,122.0
287,,WTIV,Release Nacelle,1.0,12500.0,ACTION,3133.8923857111185,TurbineInstallation,,,,
288,,WTIV,Reequip,1.0,12500.0,ACTION,3134.8923857111185,TurbineInstallation,,,,
289,,Feeder 1,Transit,4.841543614544483,15129.823795451508,ACTION,3136.0454729402077,TurbineInstallation,,,,
290,,WTIV,Lift Nacelle,1.22,15250.0,ACTION,3136.112385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
291,,WTIV,Position Onsite,5.0,104166.66666666666,ACTION,3137.334881097328,MonopileInstallation,,,,
292,,Feeder 1,Jackup,1.6666666666666667,5208.333333333334,ACTION,3137.712139606874,TurbineInstallation,TurbineInstallation,,,
293,,WTIV,Attach Nacelle,2.0,25000.0,ACTION,3138.112385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
294,,WTIV,Jackup,1.6666666666666667,34722.22222222222,ACTION,3139.0015477639945,MonopileInstallation,MonopileInstallation,,40.0,
295,,WTIV,Reequip,1.0,12500.0,ACTION,3139.112385711119,TurbineInstallation,,,,
296,,WTIV,Release Blade,0.5,6250.0,ACTION,3139.612385711119,TurbineInstallation,,,,
297,,WTIV,RovSurvey,1.0,20833.333333333332,ACTION,3140.0015477639945,MonopileInstallation,MonopileInstallation,,40.0,
298,,WTIV,Lift Blade,1.22,15250.0,ACTION,3140.8323857111186,TurbineInstallation,TurbineInstallation,,40.0,122.0
299,,WTIV,Attach Blade,1.5,18750.0,ACTION,3142.3323857111186,TurbineInstallation,TurbineInstallation,,40.0,122.0
300,,WTIV,Release Blade,0.5,6250.0,ACTION,3142.8323857111186,TurbineInstallation,,,,
301,,WTIV,Lift Blade,1.22,15250.0,ACTION,3144.052385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
302,,WTIV,Attach Blade,1.5,18750.0,ACTION,3145.552385711119,TurbineInstallation,TurbineInstallation,,40.0,122.0
303,,WTIV,Release Blade,0.5,6250.0,ACTION,3146.052385711119,TurbineInstallation,,,,
304,,Feeder 0,ActiveFeeder,29.606666666666683,92520.83333333339,ACTION,3146.052385711119,TurbineInstallation,,Site,,
305,,Feeder 1,Queue,8.340246104244386,26063.269075763706,ACTION,3146.052385711119,TurbineInstallation,,Site,,
306,,WTIV,Lift Blade,1.22,15250.0,ACTION,3147.2723857111187,TurbineInstallation,TurbineInstallation,,40.0,122.0
307,,Feeder 0,Jackdown,1.6666666666666667,5208.333333333334,ACTION,3147.7190523777854,TurbineInstallation,TurbineInstallation,,,
308,,WTIV,Attach Blade,1.5,18750.0,ACTION,3148.7723857111187,TurbineInstallation,TurbineInstallation,,40.0,122.0
309,,WTIV,Jackdown,0.43333333333333335,5416.666666666667,ACTION,3149.205719044452,TurbineInstallation,TurbineInstallation,,40.0,122.0
310,,WTIV,Release Monopile,10.0,208333.3333333333,ACTION,3150.0015477639945,MonopileInstallation,,,,
311,,WTIV,Upend Monopile,0.8594532455150841,17905.275948230916,ACTION,3150.8610010095094,MonopileInstallation,MonopileInstallation,,40.0,
312,,WTIV,Lower Monopile,0.005,104.16666666666666,ACTION,3150.8660010095095,MonopileInstallation,MonopileInstallation,,40.0,
313,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3151.8660010095095,MonopileInstallation,MonopileInstallation,,40.0,
314,,Feeder 0,Transit,4.841543614544483,15129.823795451508,ACTION,3152.56059599233,TurbineInstallation,,,,
315,,WTIV,Drive Monopile,1.2,24999.999999999996,ACTION,3153.0660010095094,MonopileInstallation,MonopileInstallation,,40.0,
316,,WTIV,Position Onsite,5.0,62500.0,ACTION,3154.205719044452,TurbineInstallation,,,,
317,,Feeder 0,Fasten Tower Section,2.0,6250.0,ACTION,3154.56059599233,TurbineInstallation,TurbineInstallation,,,
318,,WTIV,Jackup,0.43333333333333335,5416.666666666667,ACTION,3154.6390523777854,TurbineInstallation,TurbineInstallation,,40.0,122.0
319,,WTIV,Release Tower Section,1.0,12500.0,ACTION,3155.6390523777854,TurbineInstallation,,,,
320,,WTIV,Lift Tower Section,0.62,7750.0,ACTION,3156.2590523777853,TurbineInstallation,TurbineInstallation,,40.0,122.0
321,,Feeder 0,Fasten Tower Section,2.0,6250.0,ACTION,3156.56059599233,TurbineInstallation,TurbineInstallation,,,
322,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3158.2590523777853,TurbineInstallation,TurbineInstallation,,40.0,122.0
323,,Feeder 0,Fasten Nacelle,2.0,6250.0,ACTION,3158.56059599233,TurbineInstallation,TurbineInstallation,,,
324,,WTIV,Release Tower Section,1.0,12500.0,ACTION,3159.2590523777853,TurbineInstallation,,,,
325,,Feeder 0,Fasten Blade,0.75,2343.75,ACTION,3159.31059599233,TurbineInstallation,TurbineInstallation,,,
326,,Feeder 0,Fasten Blade,0.75,2343.75,ACTION,3160.06059599233,TurbineInstallation,TurbineInstallation,,,
327,,WTIV,Lift Tower Section,1.24,15500.0,ACTION,3160.4990523777856,TurbineInstallation,TurbineInstallation,,40.0,122.0
328,,Feeder 0,Fasten Blade,0.75,2343.75,ACTION,3160.81059599233,TurbineInstallation,TurbineInstallation,,,
329,,WTIV,Attach Tower Section,2.0,25000.0,ACTION,3162.4990523777856,TurbineInstallation,TurbineInstallation,,40.0,122.0
330,,WTIV,Release Transition Piece,10.0,208333.3333333333,ACTION,3163.0660010095094,MonopileInstallation,,,,
331,,Feeder 1,ActiveFeeder,110.52669306987718,345395.9158433662,ACTION,3163.0660010095094,MonopileInstallation,,Site,,
332,,WTIV,Release Nacelle,1.0,12500.0,ACTION,3163.4990523777856,TurbineInstallation,,,,
333,,WTIV,Crane Reequip,1.0,20833.333333333332,ACTION,3164.0660010095094,MonopileInstallation,MonopileInstallation,,40.0,
334,,WTIV,Reequip,1.0,12500.0,ACTION,3164.4990523777856,TurbineInstallation,,,,
335,,Feeder 1,Jackdown,1.6666666666666667,5208.333333333334,ACTION,3164.732667676176,MonopileInstallation,MonopileInstallation,,,
336,,WTIV,Lower TP,1.0,20833.333333333332,ACTION,3165.0660010095094,MonopileInstallation,MonopileInstallation,,40.0,
337,,Feeder 0,Transit,4.841543614544483,15129.823795451508,ACTION,3165.6521396068742,TurbineInstallation,,,,
338,,WTIV,Lift Nacelle,1.22,15250.0,ACTION,3165.7190523777854,TurbineInstallation,TurbineInstallation,,40.0,122.0
339,,Feeder 0,Jackup,1.6666666666666667,5208.333333333334,ACTION,3167.318806273541,TurbineInstallation,TurbineInstallation,,,
340,,WTIV,Attach Nacelle,2.0,25000.0,ACTION,3167.7190523777854,TurbineInstallation,TurbineInstallation,,40.0,122.0
341,,WTIV,Reequip,1.0,12500.0,ACTION,3168.7190523777854,TurbineInstallation,,,,
342,,WTIV,Bolt TP,4.0,83333.33333333333,ACTION,3169.0660010095094,MonopileInstallation,MonopileInstallation,,40.0,
343,,WTIV,Release Blade,0.5,6250.0,ACTION,3169.2190523777854,TurbineInstallation,,,,
344,,Feeder 0,Transit,39.339640768210714,122936.37740065849,ACTION,3169.878948707843,MonopileInstallation,,,,
345,,WTIV,Lift Blade,1.22,15250.0,ACTION,3170.4390523777856,TurbineInstallation,TurbineInstallation,,40.0,122.0
346,,WTIV,Jackdown,1.6666666666666667,34722.22222222222,ACTION,3170.732667676176,MonopileInstallation,MonopileInstallation,,40.0,
347,,Feeder 0,Jackup,1.6666666666666667,5208.333333333334,ACTION,3171.5456153745095,MonopileInstallation,MonopileInstallation,,,
348,,WTIV,Attach Blade,1.5,18750.0,ACTION,3171.9390523777856,TurbineInstallation,TurbineInstallation,,40.0,122.0
349,,WTIV,Release Blade,0.5,6250.0,ACTION,3172.4390523777856,TurbineInstallation,,,,
350,,WTIV,Lift Blade,1.22,15250.0,ACTION,3173.6590523777854,TurbineInstallation,TurbineInstallation,,40.0,122.0
351,,WTIV,Attach Blade,1.5,18750.0,ACTION,3175.1590523777854,TurbineInstallation,TurbineInstallation,,40.0,122.0
352,,WTIV,Release Blade,0.5,6250.0,ACTION,3175.6590523777854,TurbineInstallation,,,,
353,,Feeder 1,ActiveFeeder,29.60666666666677,92520.83333333365,ACTION,3175.6590523777854,TurbineInstallation,,Site,,
354,,Feeder 0,Queue,8.340246104244443,26063.269075763885,ACTION,3175.6590523777854,TurbineInstallation,,Site,,
355,,WTIV,Lift Blade,1.22,15250.0,ACTION,3176.8790523777857,TurbineInstallation,TurbineInstallation,,40.0,122.0
356,,Feeder 1,Jackdown,1.6666666666666667,5208.333333333334,ACTION,3177.3257190444524,TurbineInstallation,TurbineInstallation,,,
