,cost_multiplier,agent,action,duration,cost,level,time,phase,phase_name,num_vessels,num_ahts_vessels
0,1.0,Mooring System Installation Vessel,Mobilize,168.0,700000.0,ACTION,0.0,MooringSystemInstallation,,,
1,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,5.0,MooringSystemInstallation,MooringSystemInstallation,,
2,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,10.0,MooringSystemInstallation,MooringSystemInstallation,,
3,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,15.0,MooringSystemInstallation,MooringSystemInstallation,,
4,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,20.0,MooringSystemInstallation,MooringSystemInstallation,,
5,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,25.0,MooringSystemInstallation,MooringSystemInstallation,,
6,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,30.0,MooringSystemInstallation,MooringSystemInstallation,,
7,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,35.0,MooringSystemInstallation,MooringSystemInstallation,,
8,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,40.0,MooringSystemInstallation,MooringSystemInstallation,,
9,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,45.0,MooringSystemInstallation,MooringSystemInstallation,,
10,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,50.0,MooringSystemInstallation,MooringSystemInstallation,,
11,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,55.0,MooringSystemInstallation,MooringSystemInstallation,,
12,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,60.0,MooringSystemInstallation,MooringSystemInstallation,,
13,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,65.0,MooringSystemInstallation,MooringSystemInstallation,,
14,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,70.0,MooringSystemInstallation,MooringSystemInstallation,,
15,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,75.0,MooringSystemInstallation,MooringSystemInstallation,,
16,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,80.0,MooringSystemInstallation,MooringSystemInstallation,,
17,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,85.0,MooringSystemInstallation,MooringSystemInstallation,,
18,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,90.0,MooringSystemInstallation,MooringSystemInstallation,,
19,,Mooring System Installation Vessel,Load Mooring System,3.0,12500.0,ACTION,93.0,MooringSystemInstallation,MooringSystemInstallation,,
20,,Mooring System Installation Vessel,Delay,8.0,33333.333333333336,ACTION,101.0,MooringSystemInstallation,MooringSystemInstallation,,
21,,Mooring System Installation Vessel,Load Mooring System,2.0,8333.333333333334,ACTION,103.0,MooringSystemInstallation,MooringSystemInstallation,,
22,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,108.0,MooringSystemInstallation,MooringSystemInstallation,,
23,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,113.0,MooringSystemInstallation,MooringSystemInstallation,,
24,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,118.0,MooringSystemInstallation,MooringSystemInstallation,,
25,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,123.0,MooringSystemInstallation,MooringSystemInstallation,,
26,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,128.0,MooringSystemInstallation,MooringSystemInstallation,,
27,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,133.0,MooringSystemInstallation,MooringSystemInstallation,,
28,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,138.0,MooringSystemInstallation,MooringSystemInstallation,,
29,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,143.0,MooringSystemInstallation,MooringSystemInstallation,,
30,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,148.0,MooringSystemInstallation,MooringSystemInstallation,,
31,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,153.0,MooringSystemInstallation,MooringSystemInstallation,,
32,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,158.0,MooringSystemInstallation,MooringSystemInstallation,,
33,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,163.0,MooringSystemInstallation,MooringSystemInstallation,,
34,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,168.0,MooringSystemInstallation,MooringSystemInstallation,,
35,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,173.0,MooringSystemInstallation,MooringSystemInstallation,,
36,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,178.0,MooringSystemInstallation,MooringSystemInstallation,,
37,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,183.0,MooringSystemInstallation,MooringSystemInstallation,,
38,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,188.0,MooringSystemInstallation,MooringSystemInstallation,,
39,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,193.0,MooringSystemInstallation,MooringSystemInstallation,,
40,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,198.0,MooringSystemInstallation,MooringSystemInstallation,,
41,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,203.0,MooringSystemInstallation,MooringSystemInstallation,,
42,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,208.0,MooringSystemInstallation,MooringSystemInstallation,,
43,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,213.0,MooringSystemInstallation,MooringSystemInstallation,,
44,,Mooring System Installation Vessel,Load Mooring System,5.0,20833.333333333336,ACTION,218.0,MooringSystemInstallation,MooringSystemInstallation,,
45,,Mooring System Installation Vessel,Transit,8.936780661056405,37236.58608773502,ACTION,226.93678066105642,MooringSystemInstallation,,,
46,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,231.93678066105642,MooringSystemInstallation,,,
47,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,235.93678066105642,MooringSystemInstallation,MooringSystemInstallation,,
48,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,251.93678066105642,MooringSystemInstallation,MooringSystemInstallation,,
49,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,255.93678066105642,MooringSystemInstallation,MooringSystemInstallation,,
50,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,260.93678066105645,MooringSystemInstallation,,,
51,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,264.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
52,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,280.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
53,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,284.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
54,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,289.93678066105645,MooringSystemInstallation,,,
55,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,293.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
56,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,309.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
57,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,313.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
58,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,318.93678066105645,MooringSystemInstallation,,,
59,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,322.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
60,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,338.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
61,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,342.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
62,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,347.93678066105645,MooringSystemInstallation,,,
63,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,351.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
64,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,367.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
65,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,371.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
66,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,376.93678066105645,MooringSystemInstallation,,,
67,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,380.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
68,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,396.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
69,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,400.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
70,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,405.93678066105645,MooringSystemInstallation,,,
71,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,409.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
72,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,425.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
73,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,429.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
74,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,434.93678066105645,MooringSystemInstallation,,,
75,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,438.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
76,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,454.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
77,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,458.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
78,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,463.93678066105645,MooringSystemInstallation,,,
79,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,467.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
80,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,483.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
81,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,487.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
82,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,492.93678066105645,MooringSystemInstallation,,,
83,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,496.93678066105645,MooringSystemInstallation,MooringSystemInstallation,,
84,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,512.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
85,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,516.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
86,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,521.9367806610564,MooringSystemInstallation,,,
87,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,525.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
88,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,541.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
89,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,545.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
90,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,550.9367806610564,MooringSystemInstallation,,,
91,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,554.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
92,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,570.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
93,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,574.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
94,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,579.9367806610564,MooringSystemInstallation,,,
95,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,583.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
96,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,599.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
97,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,603.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
98,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,608.9367806610564,MooringSystemInstallation,,,
99,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,612.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
100,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,628.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
101,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,632.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
102,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,637.9367806610564,MooringSystemInstallation,,,
103,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,641.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
104,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,657.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
105,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,661.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
106,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,666.9367806610564,MooringSystemInstallation,,,
107,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,670.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
108,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,686.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
109,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,690.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
110,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,695.9367806610564,MooringSystemInstallation,,,
111,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,699.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
112,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,715.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
113,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,719.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
114,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,724.9367806610564,MooringSystemInstallation,,,
115,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,728.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
116,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,744.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
117,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,748.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
118,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,753.9367806610564,MooringSystemInstallation,,,
119,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,757.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
120,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,773.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
121,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,777.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
122,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,782.9367806610564,MooringSystemInstallation,,,
123,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,786.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
124,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,802.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
125,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,806.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
126,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,811.9367806610564,MooringSystemInstallation,,,
127,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,815.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
128,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,831.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
129,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,835.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
130,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,840.9367806610564,MooringSystemInstallation,,,
131,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,844.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
132,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,860.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
133,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,864.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
134,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,869.9367806610564,MooringSystemInstallation,,,
135,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,873.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
136,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,889.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
137,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,893.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
138,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,898.9367806610564,MooringSystemInstallation,,,
139,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,902.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
140,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,918.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
141,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,922.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
142,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,927.9367806610564,MooringSystemInstallation,,,
143,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,931.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
144,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,947.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
145,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,951.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
146,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,956.9367806610564,MooringSystemInstallation,,,
147,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,960.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
148,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,976.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
149,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,980.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
150,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,985.9367806610564,MooringSystemInstallation,,,
151,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,989.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
152,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1005.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
153,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1009.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
154,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1014.9367806610564,MooringSystemInstallation,,,
155,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1018.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
156,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1034.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
157,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1038.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
158,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1043.9367806610564,MooringSystemInstallation,,,
159,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1047.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
160,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1063.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
161,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1067.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
162,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1072.9367806610564,MooringSystemInstallation,,,
163,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1076.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
164,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1092.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
165,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1096.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
166,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1101.9367806610564,MooringSystemInstallation,,,
167,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1105.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
168,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1121.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
169,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1125.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
170,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1130.9367806610564,MooringSystemInstallation,,,
171,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1134.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
172,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1150.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
173,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1154.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
174,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1159.9367806610564,MooringSystemInstallation,,,
175,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1163.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
176,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1179.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
177,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1183.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
178,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1188.9367806610564,MooringSystemInstallation,,,
179,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1192.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
180,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1208.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
181,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1212.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
182,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1217.9367806610564,MooringSystemInstallation,,,
183,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1221.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
184,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1237.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
185,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1241.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
186,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1246.9367806610564,MooringSystemInstallation,,,
187,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1250.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
188,,Mooring System Installation Vessel,Install Drag Embedment Anchor,16.0,66666.66666666667,ACTION,1266.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
189,,Mooring System Installation Vessel,Install Mooring Line,4.0,16666.666666666668,ACTION,1270.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
190,,Mooring System Installation Vessel,Position Onsite,5.0,20833.333333333336,ACTION,1275.9367806610564,MooringSystemInstallation,,,
191,,Mooring System Installation Vessel,Perform Mooring Site Survey,4.0,16666.666666666668,ACTION,1279.9367806610564,MooringSystemInstallation,MooringSystemInstallation,,
