,base_0225,base_0225_inf,base_md_njwp_0328.yaml,base_md_njwp_0328_inf.yaml
2025-2030,1.4913242009132421,0.0,0.8091324200913242,0.0
2030-2035,7.004261796042619,0.0,5.604870624048705,0.0
2035-2040,18.026027397260272,0.0,13.142465753424657,0.0
