,base_0225,base_0225_inf,base_md_njwp_0328.yaml,base_md_njwp_0328_inf.yaml
2025-2030,0.2553424657534247,0.0,0.15232876712328766,0.0
2030-2035,3.7808219178082187,0.0,1.804566210045662,0.0
2035-2040,21.23196347031963,0.0,6.669406392694064,0.0
