,base_0225,base_no_njwp_0325.yaml,base_no_njwp_paulsboro_0327.yaml
2025-2030,0.2553424657534247,0.2553424657534247,0.2553424657534247
2030-2035,3.7808219178082187,15.426484018264839,3.6410958904109587
2035-2040,21.23196347031963,21.938812785388127,5.213698630136986
