,base_0225,base_no_njwp_0325.yaml,base_no_njwp_paulsboro_0327.yaml
2025-2030,1.6295890410958904,3.125479452054795,1.7084931506849315
2030-2035,2.5753424657534247,0.595890410958904,2.1897260273972603
2035-2040,0.4438356164383562,1.8493150684931507,3.643835616438356
