,index,name,Initialized,Started,Finished,FoundationFinished,Date Initialized,Date Started,Date FoundationFinished,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
0,0,Hypothetical Gulf of Maine Draft WEA 3,157800,176439.2690316944,193077.73230509312,193077.73230509312,2041-01-01 00:00:00,2043-02-16 16:00:00,2045-01-09 22:00:00,2045-01-09 22:00:00,semisub,800,ME,salem,1424,False,2042-01-01 00:00:00
1,1,Hypothetical Gulf of Maine Draft WEA 4,157800,166145.07178858,182620.33821658525,182620.33821658525,2041-01-01 00:00:00,2041-12-14 18:00:00,2043-11-01 05:00:00,2043-11-01 05:00:00,semisub,800,NH,searsport_2,1424,False,2042-01-01 00:00:00
2,2,Hypothetical NY Bight Floating 1,149016,160051.11929948966,180851.94517430835,180851.94517430835,2040-01-01 00:00:00,2041-04-04 20:00:00,2043-08-19 12:00:00,2043-08-19 12:00:00,semisub,800,NY,sbmt,1800,False,2041-01-01 00:00:00
3,3,Hypothetical Gulf of Maine Draft WEA 2,157800,163557.07283669128,180054.33926469652,180054.33926469652,2041-01-01 00:00:00,2041-08-28 22:00:00,2043-07-17 07:00:00,2043-07-17 07:00:00,semisub,800,ME,searsport_1,1424,False,2042-01-01 00:00:00
4,4,Hypothetical Central Atlantic Draft WEA 6,149016,162525.9558405433,179360.22710993615,179360.22710993615,2040-01-01 00:00:00,2041-07-16 22:00:00,2043-06-18 09:00:00,2043-06-18 09:00:00,semisub,800,MD,tradepoint_2,1428,False,2041-01-01 00:00:00
5,5,Hypothetical NE Floating 1,140256,155343.70237078326,176439.2690316944,176439.2690316944,2039-01-01 00:00:00,2040-09-20 16:00:00,2043-02-16 16:00:00,2043-02-16 16:00:00,semisub,800,CT,salem,1800,False,2040-01-01 00:00:00
6,6,Hypothetical NE Floating 3,149016,158485.2393074854,176010.46536881474,176010.46536881474,2040-01-01 00:00:00,2041-01-29 14:00:00,2043-01-29 19:00:00,2043-01-29 19:00:00,semisub,800,RI,new_london_1,1500,False,2041-01-01 00:00:00
7,7,Hypothetical NY Bight Fixed 2,140256,157094.58072208657,173700.60191996148,173700.60191996148,2039-01-01 00:00:00,2040-12-02 15:00:00,2042-10-25 13:00:00,2042-10-25 13:00:00,gbf,40,NJ,njwp_1,1500,False,2040-01-01 00:00:00
8,8,Hypothetical Central Atlantic Draft WEA 2,140256,158167.12401756734,172098.80858871777,172098.80858871777,2039-01-01 00:00:00,2041-01-16 08:00:00,2042-08-19 19:00:00,2042-08-19 19:00:00,gbf,40,DE,tradepoint_1,1273,False,2040-01-01 00:00:00
9,9,Hypothetical Gulf of Maine Draft WEA 1,140256,149921.30536057477,166145.07178858,166145.07178858,2039-01-01 00:00:00,2040-02-07 18:00:00,2041-12-14 18:00:00,2041-12-14 18:00:00,semisub,800,ME,searsport_2,1424,False,2040-01-01 00:00:00
