,index,name,Initialized,Started,Finished,FoundationFinished,TurbineStart,Date Initialized,Date Started,Date TurbineStart,Date FoundationFinished,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
0,0,Hypothetical Central Atlantic Draft WEA 4,140256,315510.98432011995,321458.35148016294,319739.88090977474,316356.76363805094,2039-01-01 00:00:00,2058-12-29 07:00:00,2059-02-02 13:00:00,2059-06-23 12:00:00,2059-09-03 03:00:00,monopile,40,MD,tradepoint_2,1273,True,2040-01-01 00:00:00
1,1,Hypothetical Central Atlantic Draft WEA 2,140256,309563.617160077,315510.98432011995,313792.51374973176,310409.39647800796,2039-01-01 00:00:00,2058-04-25 12:00:00,2058-05-30 18:00:00,2058-10-18 17:00:00,2058-12-29 07:00:00,monopile,40,DE,tradepoint_1,1273,True,2040-01-01 00:00:00
2,2,Hypothetical NY Bight Fixed 2,140256,302398.7352770689,309563.617160077,308291.9978740774,303577.3877964706,2039-01-01 00:00:00,2057-06-30 23:00:00,2057-08-19 02:00:00,2058-03-03 12:00:00,2058-04-25 12:00:00,monopile,40,NJ,njwp_1,1500,True,2040-01-01 00:00:00
3,3,Hypothetical NY Bight Fixed 1,131496,294430.6170895381,302398.7352770689,302398.7352770689,296024.24072704423,2038-01-01 00:00:00,2056-08-02 23:00:00,2056-10-08 09:00:00,2057-06-30 23:00:00,2057-06-30 23:00:00,monopile,40,NY,sbmt,1500,True,2039-01-01 00:00:00
4,4,Hypothetical Central Atlantic WEA 6,131496,289157.54223161493,294430.6170895381,294430.6170895381,290212.1572031996,2038-01-01 00:00:00,2055-12-27 06:00:00,2056-02-09 05:00:00,2056-08-02 23:00:00,2056-08-02 23:00:00,monopile,40,MD,tradepoint_1,713,True,2039-01-01 00:00:00
5,5,Hypothetical Central Atlantic Draft WEA 8,131496,283986.19778316247,289157.54223161493,287775.3549938973,284744.02922530944,2038-01-01 00:00:00,2055-05-25 19:00:00,2055-06-26 09:00:00,2055-10-30 16:00:00,2055-12-27 06:00:00,monopile,40,NC,portsmouth_1,1273,True,2039-01-01 00:00:00
6,6,Hypothetical Central Atlantic WEA 3,131496,270520.1202706966,283986.19778316247,283986.19778316247,273213.3357731898,2038-01-01 00:00:00,2053-11-10 17:00:00,2054-03-02 22:00:00,2055-05-25 19:00:00,2055-05-25 19:00:00,monopile,40,MD,tradepoint_1,1607,True,2039-01-01 00:00:00
7,7,Atlantic Shores Offshore Wind Bight,122736,264973.9288133187,270520.1202706966,269925.05264588597,265964.1535798322,2037-01-01 00:00:00,2053-03-24 14:00:00,2053-05-04 21:00:00,2053-10-16 22:00:00,2053-11-10 17:00:00,monopile,40,NY,njwp_1,1284,True,2038-01-01 00:00:00
8,8,Hypothetical NE Fixed 2,113952,250602.53041421497,264973.9288133187,264919.6212384101,253476.81009403573,2036-01-01 00:00:00,2051-08-03 19:00:00,2051-12-01 13:00:00,2053-03-22 08:00:00,2053-03-24 14:00:00,jacket,40,RI,new_london,1500,True,2037-01-01 00:00:00
9,9,Hypothetical Gulf of Maine Draft WEA 4,157800,234212.6633380841,251158.42976608934,251158.42976608934,234212.6633380841,2041-01-01 00:00:00,2049-09-19 21:00:00,2049-09-19 21:00:00,2051-08-26 23:00:00,2051-08-26 23:00:00,semisub,800,NH,searsport_2,1424,True,2042-01-01 00:00:00
