,base_0225,base_0225_inf,base_md_njwp_0401.yaml,base_md_njwp_0401_inf.yaml
2025-2030,1.0691253951527924,0.0,1.166912539515279,0.0
2030-2035,5.2926369863013685,0.0,6.031506849315068,0.0
2035-2040,15.187519025875186,0.0,15.510502283105021,0.0
