,base_0225,base_0225_inf,base_md_njwp_0401.yaml,base_md_njwp_0401_inf.yaml
2025-2030,1.4913242009132421,0.0,1.4730593607305937,0.0
2030-2035,7.004261796042618,0.0,9.22648401826484,0.0
2035-2040,18.026027397260272,0.0,19.384246575342466,0.0
