,base_0225,base_0225_inf,base_md_njwp_0401.yaml,base_md_njwp_0401_inf.yaml
2025-2030,0.2553424657534247,0.0,0.2553424657534247,0.0
2030-2035,3.7808219178082187,0.0,2.4529680365296804,0.0
2035-2040,21.23196347031963,0.0,20.389954337899542,0.0
