,base_0225,base_0225_inf,base_no_njwp_0325.yaml,base_no_njwp_0325_inf.yaml
2025-2030,0.2553424657534247,0.0,0.2553424657534247,0.0
2030-2035,3.7808219178082187,0.0,15.426484018264839,0.0
2035-2040,21.23196347031963,0.0,21.938812785388127,0.0
