,base_0225,base_0225_inf,base_paulsboro_0325.yaml,base_paulsboro_0325_inf.yaml
2025-2030,0.2553424657534247,0.0,0.22739726027397258,0.0
2030-2035,3.7808219178082187,0.0,3.853881278538813,0.0
2035-2040,21.23196347031963,0.0,9.813698630136987,0.0
